05:37:03.304 : RiddlerController.RiddleForm.RiddleForm()-started
05:37:03.361 : RiddlerController.RiddleForm.RiddleForm()-ended
05:37:03.374 : RiddlerController.RiddleForm.extraInitializations()-started
05:37:03.374 : RiddlerController.RiddleForm.extraInitializations()-ended
05:37:03.375 : RiddlerController.RiddleOnlyLetter.setup_riddle()-started
05:37:03.375 : RiddlerController.RiddleOnlyLetter.setup_riddle()-ended
05:37:04.316 : RiddleController.Form1.activateRiddle()
05:37:04.318 : RiddleController.Form1.activateRiddle()-before rf.show()
05:37:04.383 : RiddleController.Form1.activateRiddle()-after rf.show()
05:37:04.384 : RiddlerController.RiddleOnlyLetter.display_riddle()-started
05:37:04.403 : RiddlerController.RiddleOnlyLetter.display_riddle()-ended
05:37:04.404 : After Run
05:40:26.694 : RiddlerController.RiddleForm.RiddleForm()-started
05:40:26.740 : RiddlerController.RiddleForm.RiddleForm()-ended
05:40:26.746 : RiddlerController.RiddleForm.extraInitializations()-started
05:40:26.746 : RiddlerController.RiddleForm.extraInitializations()-ended
05:40:26.747 : RiddlerController.RiddleOnlyLetter.setup_riddle()-started
05:40:26.747 : RiddlerController.RiddleOnlyLetter.setup_riddle()-ended
05:40:27.700 : RiddleController.Form1.activateRiddle()
05:40:27.701 : RiddleController.Form1.activateRiddle()-before rf.show()
05:40:27.747 : RiddlerController.RiddleOnlyLetter.RiddleOnlyLetter_Load()-started
05:40:27.763 : RiddleController.Form1.activateRiddle()-after rf.show()
05:40:27.764 : RiddlerController.RiddleOnlyLetter.display_riddle()-started
05:40:27.787 : RiddlerController.RiddleOnlyLetter.display_riddle()-ended
05:40:27.787 : After Run
05:44:53.045 : RiddlerController.RiddleForm.RiddleForm()-started
05:44:53.088 : RiddlerController.RiddleForm.RiddleForm()-ended
05:44:53.093 : RiddlerController.RiddleForm.extraInitializations()-started
05:44:53.093 : RiddlerController.RiddleForm.extraInitializations()-ended
05:44:54.056 : RiddleController.Form1.activateRiddle()
05:44:54.058 : RiddleController.Form1.activateRiddle()-before rf.show()
05:44:54.115 : RiddleController.Form1.activateRiddle()-after rf.show()
05:44:54.116 : After Run
05:45:12.903 : RiddlerController.RiddleForm.RiddleForm()-started
05:45:12.948 : RiddlerController.RiddleForm.RiddleForm()-ended
05:45:12.952 : RiddlerController.RiddleForm.extraInitializations()-started
05:45:12.953 : RiddlerController.RiddleForm.extraInitializations()-ended
05:45:13.913 : RiddleController.Form1.activateRiddle()
05:45:13.914 : RiddleController.Form1.activateRiddle()-before rf.show()
05:45:13.971 : RiddleController.Form1.activateRiddle()-after rf.show()
05:45:13.973 : After Run
05:45:52.137 : RiddlerController.RiddleForm.RiddleForm()-started
05:45:52.169 : RiddlerController.RiddleForm.RiddleForm()-ended
05:45:52.173 : RiddlerController.RiddleForm.extraInitializations()-started
05:45:52.173 : RiddlerController.RiddleForm.extraInitializations()-ended
05:45:52.174 : RiddlerController.RiddleForm.setup_riddle()-started
05:45:52.175 : RiddlerController.RiddleForm.setup_riddle()-ended
05:45:53.154 : RiddleController.Form1.activateRiddle()
05:45:53.156 : RiddleController.Form1.activateRiddle()-before rf.show()
05:45:53.203 : RiddleController.Form1.activateRiddle()-after rf.show()
05:45:53.204 : After Run
05:46:00.877 : RiddleForm_KeyDown(e.KeyCode=Z, e.KeyValue=90)
09:05:05.809 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:05.842 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:05.875 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:05.908 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:05.941 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:05.974 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.006 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.039 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.071 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.107 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.138 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.170 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.203 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.235 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.269 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.301 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.334 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.367 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.400 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.435 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.466 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.498 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.530 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:05:06.564 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:06:34.804 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:06:34.806 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=Oemcomma, e.KeyValue=188)
09:06:35.300 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:06:35.333 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:06:35.365 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:06:35.399 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:06:35.432 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:06:35.464 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:06:35.496 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:06:35.531 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:06:35.562 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:06:35.595 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:06:35.628 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:06:35.661 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:06:35.693 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:06:35.726 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:08:01.170 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=M, e.KeyValue=77)
09:08:01.171 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=M, e.KeyValue=77)
09:08:21.926 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
09:08:21.928 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=K, e.KeyValue=75)
09:08:27.031 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=D, e.KeyValue=68)
09:08:27.033 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=D, e.KeyValue=68)
09:09:56.489 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
09:09:56.491 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=K, e.KeyValue=75)
09:09:56.959 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
09:09:56.992 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
09:09:57.025 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
09:12:41.169 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Space, e.KeyValue=32)
09:12:41.170 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=Space, e.KeyValue=32)
09:12:41.329 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=H, e.KeyValue=72)
09:12:41.331 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=H, e.KeyValue=72)
09:14:10.754 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:14:10.755 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=Oemcomma, e.KeyValue=188)
09:14:16.974 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Y, e.KeyValue=89)
09:14:16.976 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=Y, e.KeyValue=89)
09:14:36.354 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:14:36.356 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=A, e.KeyValue=65)
09:14:36.851 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:14:36.883 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:14:36.916 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:14:36.949 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:16:17.655 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:16:17.657 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=A, e.KeyValue=65)
09:16:18.152 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:16:18.183 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:16:18.216 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:16:18.251 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:16:18.282 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:16:18.316 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:16:18.348 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:16:18.380 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:16:18.413 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:16:18.446 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:17:52.782 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=R, e.KeyValue=82)
09:17:52.783 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=R, e.KeyValue=82)
09:19:30.083 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
09:19:30.085 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=V, e.KeyValue=86)
09:19:30.579 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
09:21:17.856 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:21:17.858 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=N, e.KeyValue=78)
09:21:19.569 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=F, e.KeyValue=70)
09:21:19.571 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=F, e.KeyValue=70)
09:21:19.676 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=C, e.KeyValue=67)
09:21:20.144 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Space, e.KeyValue=32)
09:21:20.147 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=C, e.KeyValue=67)
09:21:20.366 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=C, e.KeyValue=67)
09:21:21.644 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=C, e.KeyValue=67)
09:21:21.646 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=C, e.KeyValue=67)
09:23:09.060 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
09:23:09.061 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=J, e.KeyValue=74)
08:45:03.877 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=P, e.KeyValue=80)
08:45:03.947 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=P, e.KeyValue=80)
08:45:16.695 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:45:16.695 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:45:20.937 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=D, e.KeyValue=68)
08:45:20.939 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=D, e.KeyValue=68)
08:45:23.308 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=T, e.KeyValue=84)
08:45:23.309 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=T, e.KeyValue=84)
08:46:23.156 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=U, e.KeyValue=85)
08:46:23.157 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=U, e.KeyValue=85)
08:46:32.620 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=C, e.KeyValue=67)
08:46:32.622 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=C, e.KeyValue=67)
08:48:03.301 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=D, e.KeyValue=68)
08:48:03.302 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=D, e.KeyValue=68)
08:49:31.251 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=R, e.KeyValue=82)
08:49:31.252 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=R, e.KeyValue=82)
08:50:59.341 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Z, e.KeyValue=90)
08:50:59.342 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=Z, e.KeyValue=90)
08:50:59.424 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
08:50:59.835 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
08:50:59.868 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
08:50:59.901 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
08:50:59.934 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
08:50:59.966 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
08:51:00.021 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
08:51:00.033 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
08:51:00.065 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
08:51:00.097 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
08:51:00.130 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
08:51:02.175 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=A, e.KeyValue=65)
08:51:02.176 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=A, e.KeyValue=65)
08:52:32.445 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
08:52:32.447 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=Oemcomma, e.KeyValue=188)
08:52:32.941 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
08:54:00.293 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=X, e.KeyValue=88)
08:54:00.294 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=X, e.KeyValue=88)
08:55:28.610 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=R, e.KeyValue=82)
08:55:28.611 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=R, e.KeyValue=82)
08:56:59.252 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=U, e.KeyValue=85)
08:56:59.253 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=U, e.KeyValue=85)
08:56:59.360 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:56:59.842 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:56:59.874 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:01.494 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:01.495 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=J, e.KeyValue=74)
08:58:35.136 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Y, e.KeyValue=89)
08:58:35.138 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=Y, e.KeyValue=89)
10:57:54.725 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Y, e.KeyValue=89)
10:57:54.794 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=Y, e.KeyValue=89)
10:57:56.711 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=T, e.KeyValue=84)
10:57:56.722 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=T, e.KeyValue=84)
01:38:59.775 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=T, e.KeyValue=84)
01:38:59.783 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=T, e.KeyValue=84)
08:55:29.194 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:55:29.228 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=K, e.KeyValue=75)
08:56:58.754 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=C, e.KeyValue=67)
08:56:58.755 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=C, e.KeyValue=67)
08:56:58.812 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=X, e.KeyValue=88)
08:58:28.113 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=D, e.KeyValue=68)
08:58:28.114 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=D, e.KeyValue=68)
08:59:56.709 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=O, e.KeyValue=79)
08:59:56.710 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=O, e.KeyValue=79)
08:59:56.763 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=P, e.KeyValue=80)
08:59:56.786 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=O, e.KeyValue=79)
08:59:57.601 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=L, e.KeyValue=76)
08:59:57.914 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:59:58.174 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:59:58.680 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:59:58.681 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=K, e.KeyValue=75)
09:01:29.732 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:01:29.732 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=Oemcomma, e.KeyValue=188)
09:03:15.787 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=E, e.KeyValue=69)
09:03:15.789 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=E, e.KeyValue=69)
09:03:17.483 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=D, e.KeyValue=68)
09:03:17.484 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=D, e.KeyValue=68)
09:04:52.818 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=R, e.KeyValue=82)
09:04:52.819 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=R, e.KeyValue=82)
09:06:28.913 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=D, e.KeyValue=68)
09:06:28.914 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=D, e.KeyValue=68)
09:06:31.135 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=C, e.KeyValue=67)
09:06:31.135 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=C, e.KeyValue=67)
09:08:18.998 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=C, e.KeyValue=67)
09:08:18.999 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=C, e.KeyValue=67)
09:09:50.887 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=T, e.KeyValue=84)
09:09:50.888 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=T, e.KeyValue=84)
09:11:22.444 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:11:22.445 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=Oemcomma, e.KeyValue=188)
09:12:50.965 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
09:12:50.966 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
09:14:24.401 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
09:14:24.401 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
09:15:56.179 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Menu, e.KeyValue=18)
09:15:56.180 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=Menu, e.KeyValue=18)
09:15:56.205 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=ControlKey, e.KeyValue=17)
09:15:56.205 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=ControlKey, e.KeyValue=17)
09:15:56.207 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=ShiftKey, e.KeyValue=16)
09:15:56.207 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=ShiftKey, e.KeyValue=16)
09:15:56.226 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=OemQuestion, e.KeyValue=191)
09:15:56.227 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=OemQuestion, e.KeyValue=191)
09:15:56.310 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=OemPeriod, e.KeyValue=190)
09:15:56.310 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=OemPeriod, e.KeyValue=190)
09:15:56.576 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=F, e.KeyValue=70)
09:15:56.861 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Back, e.KeyValue=8)
09:16:00.795 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oem5, e.KeyValue=220)
09:16:00.795 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=Oem5, e.KeyValue=220)
09:16:00.950 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=F, e.KeyValue=70)
09:16:00.951 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=F, e.KeyValue=70)
09:17:42.631 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=M, e.KeyValue=77)
09:17:42.632 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=M, e.KeyValue=77)
09:17:47.029 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=R, e.KeyValue=82)
09:17:47.029 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=R, e.KeyValue=82)
09:19:21.826 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=F, e.KeyValue=70)
09:19:21.827 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=F, e.KeyValue=70)
09:19:27.192 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:19:27.193 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=Oemcomma, e.KeyValue=188)
09:20:56.086 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=P, e.KeyValue=80)
09:20:56.087 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=P, e.KeyValue=80)
09:22:28.914 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=R, e.KeyValue=82)
09:22:28.915 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=R, e.KeyValue=82)
09:23:56.590 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
09:23:56.591 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=K, e.KeyValue=75)
09:25:29.852 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
09:25:29.852 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
09:25:37.284 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=ControlKey, e.KeyValue=17)
09:25:37.284 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=ControlKey, e.KeyValue=17)
09:25:37.285 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=OemQuestion, e.KeyValue=191)
09:25:37.286 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=OemQuestion, e.KeyValue=191)
09:25:37.780 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=OemQuestion, e.KeyValue=191)
09:25:37.781 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=OemQuestion, e.KeyValue=191)
09:25:37.812 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=OemQuestion, e.KeyValue=191)
09:25:37.813 : SuspenderLib.BasicRiddleForm.check_keystroke(e.KeyCode=OemQuestion, e.KeyValue=191)
